Record ID,Location ID,Parent Company,Business Name,Trading Name,Legal Company Name,Business Category,Business Subcategory,Independent / Chain,Number of Locations,Website,Facebook,Instagram,Other Social Media,Address Line 1,Address Line 2,Town / City,County,Postcode,Region,Country,Main Phone,Secondary Phone,Mobile,General Email,Sales Email,Purchasing Email,Contact Name,Contact Position,Contact Source,Companies House Number,Company Status,Registered Company Name,Registered Office,Incorporation Date,Existing Vape Brands,Product Categories,Potential Opportunity,Estimated Retail Type,Supplier Information,Sales Notes,Lead Priority,Priority Reasons,Primary Source,Secondary Source,Source Count,Website Checked,Phone Checked,Email Checked,Companies House Checked,Phone Status,Email Status,Last Verified Date,Verification Status,Data Confidence,Duplicate Review,Contact Type,Marketing Legal Basis,Opt-Out Status,Do Not Contact,Date Collected,Lead Status,Date Added,Last Contact,Next Follow-Up,Contact Method,Salesperson,Outcome,CRM Notes
WY-0049,WY-0049-01,,Al-Falah Supermarket,Al-Falah Supermarket,,Independent Supermarket,Halal / international supermarket,Independent,1,,https://www.facebook.com/alfalahbradford/,,,150 Manningham Lane,Manningham,Bradford,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,Bangladeshi/Indian/Pakistani groceries; fresh produce; frozen; catering supplies; household,,Independent Supermarket,,Serving Bradford's Manningham community for over 20 years per its own Facebook description (via search snippet).,Medium,Independent retailer; Relevant category; Social presence,https://www.facebook.com/alfalahbradford/,https://en.halalguide.me/bradford/produktoviy-magazin/al-falah-supermarket,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0050,WY-0050-01,,Anwarsons Newsagency,Anwarsons Quality Tobacconists,,Newsagent,Newsagent and tobacconist,Independent,1,,,,,41 Bethel Street,,Brighouse,West Yorkshire,HD6 1JR,Yorkshire & Humber,England,01484 717622,,,,,,,,,,,,,,,news; tobacco; cigars; confectionery,,Newsagent,,Also listed as 'Anwarsons Quality Tobacconists' (MisterWhat) - dual newsagent/tobacconist offer.,Low,Independent retailer; Relevant category,https://thomsonlocal.com/search/Newsagents/Wyke-West-Yorkshire/Anwarsons-Newsagency/2652959/01484717622,https://www.misterwhat.co.uk/company/540928-anwarsons-quality-tobacconists-brighouse,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0051,WY-0051-01,,Armley Ridge Road Convenience Store & Off-Licence,Armley Ridge Road Convenience Store & Off-Licence,,Convenience Store,Convenience store with off-licence,Independent,1,,https://www.facebook.com/NoProblemArmley/,,,Armley Ridge Road,Armley,Leeds,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,groceries; alcohol,,Convenience Store,,Active Facebook business page for an Armley convenience store and off-licence; street number not published in sources found.,Medium,Independent retailer; Relevant category; Social presence,https://www.facebook.com/NoProblemArmley/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0052,WY-0052-01,,Asia Foods,Asia Foods,,Independent Supermarket,Asian grocery and halal meat store,Independent,1,,,,,97-99 Yews Hill Road,Lockwood,Huddersfield,West Yorkshire,HD1 3SG,Yorkshire & Humber,England,01484 514828,,,,,,,,,,,,,,,Asian groceries; halal meat; fresh produce,,Independent Supermarket,,,Low,Independent retailer; Relevant category,https://asia-foods-huddersfield.edan.io/,https://www.yorkshire.com/huddersfield/shopping/grocers/asia-foods,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0053,WY-0053-01,,Azeem's Vape Shop,Azeem's Vape Shop,Azeems Vape Shop Ltd,Vape Shop,"Vape shop with CBD, e-liquids, drinks",Independent,1,https://azeemsvapeshop.co.uk/,https://www.facebook.com/azeemskeighley1/,https://www.instagram.com/azeems_vape_shop/,,130 Lawkholme Lane,,Keighley,West Yorkshire,BD21 3LU,Yorkshire & Humber,England,01535 213920,,,info@azeemsvapeshop.co.uk,,,,,,13574720,Dissolved,AZEEMS VAPE SHOP LTD,,,,vapes; e-liquids; CBD; drinks; electronics,,Vape Shop,,"Open 7 days 10am-10pm, 100+ e-liquid flavours. CAUTION: Companies House shows Azeems Vape Shop Ltd (13574720) dissolved 7 July 2026 per search snippet - shop may continue trading under a different entity; verify current trading status before contact.",High,Independent retailer; Core relevant category; Public email available; Active website; Social presence,https://azeemsvapeshop.co.uk/contact/,https://find-and-update.company-information.service.gov.uk/company/13574720,3,No,No,Yes,Yes,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0054,WY-0054-01,,Azeem's Vape Shop,Azeem's Vape Shop,,Vape Shop,,Independent,1,,,,,,,Todmorden,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vapes,,Vape Shop,,Listed among Todmorden vape shops on Yelp and on tobaccoshops.co.uk; street address not captured before search budget was exhausted.,Medium,Independent retailer; Core relevant category,https://tobaccoshops.co.uk/05958051/Azeem%E2%80%99s_vape_shop,https://www.yelp.com/search?cflt=vapeshops&find_loc=Todmorden%2C+West+Yorkshire,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0055,WY-0055-01,,BGC Wholesale,BGC Wholesale (rebranding to Tiger Feet),BGC Wholesale Ltd,Cash & Carry,"Greeting cards, gifts & retail sundries wholesaler",Independent,1,https://bgcwholesale.com/locations/bradford,,,,12 Roydsdale Way,Euroway Estate,Bradford,West Yorkshire,BD4 6SE,Yorkshire & Humber,England,01274 651059,,,,,,,,,12428420,,BGC WHOLESALE LTD,,,,greeting cards; gifts; retail sundries,,Cash & Carry,,"Supplies independent retailers with cards/gifts at competitive prices. Recent listings show a rebrand to 'Tiger Feet Limited (previously BGC Wholesale)' - confirm current trading name. Linked historically to Budget Greeting Cards Ltd, Bradford.",Medium,Independent retailer; Core relevant category; Active website,https://find-and-update.company-information.service.gov.uk/company/12428420/officers,https://bradford.cylex-uk.co.uk/company/bgc-wholesale-ltd-27159538.html,3,No,No,No,Yes,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0056,WY-0056-01,,Baildon Green Convenience Store,Baildon Green Convenience Store,,Convenience Store,Neighbourhood convenience store,Independent,1,,,,,Cliffe Lane West,Baildon,Shipley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience lines; groceries,,Convenience Store,,"Open 7 days, 7am-11pm per listing snippet.",Low,Independent retailer; Relevant category,https://www.yorkshire.com/shipley/shopping/corner-shops/baildon-green-convenience-store,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0057,WY-0057-01,,Baildon Off Licence,Baildon Off Licence,,Off-Licence,Neighbourhood off-licence,Independent,1,,,,,Coach Road,Baildon,Shipley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,beers; wines; spirits; convenience lines,,Off-Licence,,"Coach Road, Baildon (Saltaire side). Google rating 4.3; open Mon-Sat 9am-8pm, Sun 10am-6pm per listing snippet.",Low,Independent retailer; Relevant category,https://www.yorkshire.com/saltaire/shopping/off-license/baildon-off-licence,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0058,WY-0058-01,,Bar Market,Bar Market Ltd,,Off-Licence,24-hour off-licence,Independent,1,,,,,Crown Street,,Halifax,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,"beers, wines and spirits",,Off-Licence,,Described as open 24/7. Directory name suggests a limited company but no Companies House match was verified; street number and postcode not captured.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/halifax/shopping/off-license/bar-market-ltd,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0059,WY-0059-01,,Barry's Cash & Carry,Cut Price Barry's / Barrys Cash and Carry,BARRY'S CASH & CARRY LTD,Cash & Carry,Clearance food and drink cash & carry (open to trade and public),Independent,1,http://www.cutpricebarrys.co.uk/,https://www.facebook.com/p/Barrys-Cash-Carry-61550239916577/,https://www.instagram.com/barryscashandcarry/,,163 King Cross Road,,Halifax,West Yorkshire,HX1 3LN,Yorkshire & Humber,England,01422 646060,,,info@cutpricebarrys.co.uk,,,,,,11123434,Active - Active proposal to strike off,BARRY'S CASH & CARRY LTD,"163 King Cross Road, Halifax, United Kingdom, HX1 3LN",2017-12-22,,clearance food; drinks; novelty items; wholesale,,Cash & Carry,,SIC 46900 non-specialised wholesale trade. CAUTION: Companies House shows 'Active proposal to strike off' and overdue accounts - check current trading/legal status before outreach. Email taken from a business directory listing that mirrors the company's own domain; own-site contact page could not be fetched (egress blocked).,High,Independent retailer; Core relevant category; Public email available; Active website; Social presence,https://cutpricebarrys.co.uk/barrys-cash-and-carry/,https://find-and-update.company-information.service.gov.uk/company/11123434,5,No,No,No,Yes,Verified directory,Unverified,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0060,WY-0060-01,,Batley Bargain Centre,Batley Bargain Centre,,Other Relevant Retail,Mobile phone and gadget store also selling vapes,Independent,1,https://www.batleybargaincentre.com/,https://www.facebook.com/p/Batley-bargain-centre-100089268260696/,https://www.instagram.com/batleybargainscentre/,,,,Batley,West Yorkshire,WF17 5DA,Yorkshire & Humber,England,01924 475600,,,javorange@yahoo.co.uk,,,,,,,,,,,,vape products; mobile phones; gadgets,,Other Relevant Retail,,Own website describes it as a phone and gadget store with a vape shop offer; site fetch blocked by proxy so address/phone not captured.,Medium,Independent retailer; Public email available; Active website; Social presence,https://www.batleybargaincentre.com/,https://www.misterwhat.co.uk/company/550608-batley-bargain-centre-batley,2,No,No,Yes,No,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0061,WY-0061-01,,Beer Ritz,Beer Ritz,,Off-Licence,Specialist craft beer off-licence,Independent,1,https://www.beerritz.co.uk/,https://www.facebook.com/beerritz/,https://www.instagram.com/beerritzleeds/,https://x.com/beerritzleeds,14 Weetwood Lane,Far Headingley,Leeds,West Yorkshire,LS16 5LX,Yorkshire & Humber,England,0113 275 3464,,,,sales@beerritz.co.uk,,,,,,,,,,,craft beer; bottled beer; wine; spirits,,Off-Licence,,Well-known specialist beer shop in Far Headingley with online store; open 12:00-21:00 daily.,High,Independent retailer; Relevant category; Public trade/sales contact; Active website; Social presence,https://www.beerritz.co.uk/contact-us,https://www.yelp.co.uk/biz/beer-ritz-leeds,3,No,No,Yes,No,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0062,WY-0062-01,,Bespoke Shisha,Bespoke Shisha,,Smoke / Shisha Shop,Shisha supplies,Independent,1,,,,,40 Low Road,,Dewsbury,West Yorkshire,WF13 3PP,Yorkshire & Humber,England,,,,,,,,,,,,,,,,shisha pipes; shisha flavours; smoking accessories,,Smoke / Shisha Shop,,Single directory listing (Suitable For Vegetarian business directory) giving full address; no phone or website found.,Medium,Independent retailer; Core relevant category,https://suitableforvegetarian.com/business/detail/bespoke-shisha,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0063,WY-0063-01,,Best Choice Wholesale,Best Choice Wholesale,,Cash & Carry,General cash & carry supplying convenience retailers,Independent,1,https://www.bestchoicewholesale.co.uk/,,,,"Unit 5, Sheepscar House, Sheepscar Street South",Sheepscar,Leeds,West Yorkshire,LS7 1AD,Yorkshire & Humber,England,0113 531 6345,,,info@bestchoicewholesale.co.uk,,,,,,,,,,,,food and drink; smoking accessories; vapes; household; cleaning; sweets; shop supplies,,Cash & Carry,,"Supplies convenience retailers, corner shops, off-licences, pharmacies and market traders. Contact details as published on their own contact-us page (surfaced via search results; direct fetch blocked by proxy). Strong wholesale prospect - stocks vapes and smoking accessories.",High,Independent retailer; Core relevant category; Public email available; Active website; Phone verified on official website,https://www.bestchoicewholesale.co.uk/contact-us/,https://www.yell.com/biz/best-choice-wholesale-leeds-9089835/,3,No,No,No,No,Verified on official website,Publicly Listed,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0064,WY-0064-01,,Big D Vapes,Big D Vapes & Dry Herb Vape Lounge,Big D Vapes Ltd,Vape Shop,Vape shop and dry herb vape lounge,Independent,1,,https://www.facebook.com/BigDVapesSlaithwaite,,,1139 Manchester Road,,Slaithwaite,West Yorkshire,HD7 5LU,Yorkshire & Humber,England,01484 843253,,,,,,,,,12029439,,BIG D VAPES LTD,,,,vape hardware; e-liquids; dry herb vaporisers,,Vape Shop,,"Serves Colne Valley villages (Slaithwaite, Marsden, Linthwaite, Meltham) per its Facebook posts. A Tripadvisor listing also shows a Big D Vapes in Holmfirth; not separately confirmed so only the Slaithwaite site is recorded. Companies House match BIG D VAPES LTD 12029439 seen in search results.",Medium,Independent retailer; Core relevant category; Social presence,https://find-and-update.company-information.service.gov.uk/company/12029439,https://www.facebook.com/BigDVapesSlaithwaite,4,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0065,WY-0065-01,,Bingley Vape Shop,Bingley Vape Shop,Bingley Vape Shop Ltd,Vape Shop,"Vape shop, e-cigs, smoking accessories, phone cases",Independent,1,,https://www.facebook.com/BingleyVapeShop/,,,67-69 Main Street,,Bingley,West Yorkshire,BD16 2JA,Yorkshire & Humber,England,01535 213290,,,,,,,,,11788618,,BINGLEY VAPE SHOP LTD,"67-69 Main Street, Bingley, West Yorkshire, BD16 2JA",,,vape hardware; e-liquids; smoking accessories,,Vape Shop,,Registered office matches the shop address (per Companies House search snippet). Phone taken from search-result summary of its Facebook/directory listing - confirm before use.,Medium,Independent retailer; Core relevant category; Social presence,https://find-and-update.company-information.service.gov.uk/company/11788618,https://www.facebook.com/BingleyVapeShop/,2,No,No,No,Yes,Unverified,Not Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0066,WY-0066-01,,Boothtown Post Office & Off-Licence,Boothtown Post Office & Off-Licence,,Off-Licence,Off-licence with post office counter,Independent,1,,,,,,Boothtown,Halifax,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,"beers, wines and spirits; post office services; convenience",,Off-Licence,,Found via Halifax Courier local directory search listing; street address and phone not captured before search budget was exhausted.,Low,Independent retailer; Relevant category,https://findit.halifaxcourier.co.uk/search/halifax/off-licence,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0067,WY-0067-01,,Booze Express,Booze Express Halifax,,Off-Licence,,Independent,1,,,,https://nextdoor.co.uk/pages/booze-express-halifax/,520 Gibbet Street,,Halifax,West Yorkshire,HX2 0AH,Yorkshire & Humber,England,,,,,,,,,,,,,,,,"beers, wines and spirits; snacks",,Off-Licence,,"A company named BOOZE EXPRESS HALIFAX LTD (10264056) was dissolved 19 Nov 2019; the shop is still listed as trading on local directories, so it may now operate under a different legal entity - verify before outreach.",Medium,Independent retailer; Relevant category; Social presence,https://find-and-update.company-information.service.gov.uk/company/10264056,https://findit.halifaxcourier.co.uk/company/1155715525128193,3,No,No,No,Yes,Not Found,Not Found,2026-09-16,Partially Verified,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0068,WY-0068-01,,Bottle and Bean,Bottle and Bean,,Off-Licence,"Wine, craft beer and coffee shop",Independent,1,,,,,,,Wetherby,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,wine; craft beer; coffee,,Off-Licence,,"Independent off-licence in Wetherby offering quality wines, craft beers and coffee; street address not captured - follow up.",Low,Independent retailer; Relevant category,https://www.yorkshire.com/wetherby/shopping/off-license/bottle-and-bean,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0069,WY-0069-01,,Bridge Off Licence Convenience Store,Bridge Off Licence Convenience Store,,Off-Licence,Off-licence and convenience store,Independent,1,,,,,,,Sowerby Bridge,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,"beers, wines and spirits; convenience",,Off-Licence,,Street address not published in the directory listing found.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/sowerby-bridge/shopping/off-license/bridge-off-licence-convenience-store,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0070,WY-0070-01,,Brooks News,Brooks News,,Newsagent,,Independent,1,,,,,19 Church Lane,,Pudsey,West Yorkshire,LS28 7LD,Yorkshire & Humber,England,0113 257 3382,,,,,,,,,,,,,,,newspapers; magazines; confectionery; tobacco,,Newsagent,,,Low,Independent retailer; Relevant category,https://www.thomsonlocal.com/search/newsagents/morley-west-yorkshire,https://findit.yorkshireeveningpost.co.uk/search/leeds/newsagent,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0071,WY-0071-01,,C Booth and Son,C Booth and Son,,Tobacco Specialist,Hardware store and specialist tobacconist,Independent,1,,,,,Cross Church Street,Town Centre,Huddersfield,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,pipe tobacco; hand-rolling tobacco; cigars; hardware and household goods,,Tobacco Specialist,,"150+ year old family shop, described in press coverage as the only specialist tobacconist in Huddersfield; sells pipe and hand-rolling tobacco and cigars alongside hardware.",Medium,Independent retailer; Core relevant category,https://www.examinerlive.co.uk/news/west-yorkshire-news/the-shop-sells-everything-c-9967957,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0072,WY-0072-01,,Carlton Self Service,Carlton Self Service,,Newsagent,Newsagent and self-service store,Independent,1,,,,,6-8 Swanhill Lane,,Pontefract,West Yorkshire,WF8 2SE,Yorkshire & Humber,England,01977 780317,,,,,,,,,,,,,,,news and magazines; tobacco; confectionery; convenience,,Newsagent,,,Low,Independent retailer; Relevant category,https://www.thomsonlocal.com/search/newsagents/wakefield-pontefract-castleford/carlton-self-service/1650013/01977780317,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0073,WY-0073-01,,Caspar's Bottle Shop,Caspar's Bottle Shop,,Off-Licence,Craft beer bottle shop,Independent,1,https://www.casparsbottleshop.com/,https://www.facebook.com/casparsbottleshop/,,,65 Potternewton Lane,Chapel Allerton,Leeds,West Yorkshire,LS7 3LW,Yorkshire & Humber,England,0113 237 4554,,,,,,,,,,,,,,,craft beer; cider; wine,,Off-Licence,,"Chapel Allerton's independent craft beer shop; open Tue-Sat 12:30-20:00, Sun 12:30-16:00.",Medium,Independent retailer; Relevant category; Active website; Social presence,https://www.casparsbottleshop.com/,https://leeds.cylex-uk.co.uk/company/caspar's-bottle-shop-26660090.html,3,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0074,WY-0074-01,,Castleford Road Off Licence,Castleford Road Off Licence,Castleford Road Off Licence Limited,Off-Licence,Off-licence and convenience store,Independent,1,,,,,154 Castleford Road,,Normanton,West Yorkshire,WF6 2EU,Yorkshire & Humber,England,01924 223984,,,,,,,,,,,,,,,alcohol; tobacco; convenience grocery,,Off-Licence,,Trades as a limited company per 192.com listing ('Castleford Road Off Licence Limited'); Companies House record not yet verified.,Low,Independent retailer; Relevant category,https://www.192.com/atoz/business/normanton-wf6/convenience-stores/castleford-road-off-licence-limited/bb1e65f2f01c9a4208fc92bb1c8fdf5da42be2ec/comp/,https://ratings.food.gov.uk/business/283424,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0075,WY-0075-01,,Charlesworths,Charlesworths,,Newsagent,"Newsagent, stationer, toys and confectionery",Independent,1,,,,,27 Victoria Street,,Holmfirth,West Yorkshire,HD9 7DF,Yorkshire & Humber,England,01484 681111,,,,,,,,,,,,,,,newspapers; magazines; confectionery; toys; stationery,,Newsagent,,"Newsagent trading on this site since 1891 per Holmfirth Local History Group. A 'CHARLESWORTHS (YORKSHIRE) LIMITED' exists at Companies House but was not confirmed as the same business, so not recorded.",Low,Independent retailer; Relevant category,https://myindex.co.uk/charlesworths.htm,https://citikey.uk/display/charlesworths-B1CQZ,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0076,WY-0076-01,,Costcutter Wibsey,Costcutter,,Convenience Store,Symbol-group convenience store,Franchise / Symbol Group,1,https://store-locator.costcutter.co.uk/costcutter-b8ba71542351,,,,48 Holroyd Hill,Wibsey,Bradford,West Yorkshire,BD6 1PQ,Yorkshire & Humber,England,01274 723454,,,,,,,,,,,,,,,convenience lines; groceries; alcohol; news,,Convenience Store,,Independently owned Costcutter symbol store in Wibsey; address confirmed via Costcutter store locator and local directory listings.,Medium,Independent retailer; Relevant category; Active website,https://www.yorkshire.com/wibsey/shopping/corner-shops/costcutter-15,https://www.locaji.co.uk/west-yorkshire/bradford/costcutter/1616/,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0077,WY-0077-01,,Cote Hill Filling Station,Cote Hill Filling Station,,Petrol Station / Forecourt,Esso-branded independent forecourt with shop,Independent,1,https://www.cotehillhalifax.co.uk/,https://www.facebook.com/cotehillhalifax/,,,Burnley Road,Cote Hill / King Cross (between Halifax and Sowerby Bridge),Halifax,West Yorkshire,HX2 7NB,Yorkshire & Humber,England,01422 835350,,,cotehillhalifax@gmail.com,,,,,,,,,,,,"fuel (unleaded, diesel, Synergy 99+, gas oil); forecourt shop; car wash",,Petrol Station / Forecourt,Esso fuel supply,"Independent family forecourt with its own website and Facebook page; open Mon-Sat 06:00-21:00, Sun 07:00-21:00. Website fetch blocked so phone/email not captured.",Medium,Independent retailer; Relevant category; Public email available; Active website; Social presence,https://www.cotehillhalifax.co.uk/,https://www.yell.com/biz/cote-hill-filling-station-halifax-994009/,3,No,No,Yes,No,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0078,WY-0078-01,,Crazycloudzzz,Crazycloudzzz,,Vape Shop,,Independent,1,,,,,20 Bull Green,,Halifax,West Yorkshire,HX1 5AB,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vapes; e-liquids,,Vape Shop,,,Medium,Independent retailer; Core relevant category,https://www.yell.com/s/tobacconists-halifax.html,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0079,WY-0079-01,,Crossroads Off Licence & Newsagent,Crossroads Off Licence & Newsagent,,Off-Licence,Off-licence and newsagent,Independent,1,,,,,19 Cross Road,,Wakefield,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,alcohol; news and magazines; tobacco; convenience,,Off-Licence,,,Low,Independent retailer; Relevant category,https://m.yelp.com/biz/crossroads-off-licence-and-newsagent-wakefield,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0080,WY-0080-01,,Dhillon's Newsagents,Dhillon's Newsagents,,Newsagent,,Independent,1,,,,,151 Broad Lane,Bramley,Leeds,West Yorkshire,LS13 2JJ,Yorkshire & Humber,England,0113 257 8085,,,,,,,,,,,,,,,newspapers; magazines; confectionery; tobacco,,Newsagent,,,Low,Independent retailer; Relevant category,https://findit.yorkshireeveningpost.co.uk/search/leeds/newsagent,https://www.192.com/atoz/business/leeds/newsagents/,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0081,WY-0081-01,,ECigarette Outlet,ECigarette Outlet,,Vape Shop,E-cigarette retailer,Independent,1,,,,,27 Kirkgate,,Shipley,West Yorkshire,BD18 3QW,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,Listed in the UK eCig Directory with full Shipley town-centre address.,Medium,Independent retailer; Core relevant category,https://ecigdirectory.co.uk/vape-shop/listing/ecigarette-outlet-shipley,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
